	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
ABCA8	0.10810025060596601	0.0278332521709658	1.1495453754676102	0.13640028829317	0.10272585934183698	2.11721920255582	2.15232621202559	2.8511807358082404	2.33051056731559	1.3135066773862198
ABCA9	0.0408452410425488	0.0	0.47007294076814293	0.19240082547985998	0.0697328303590497	0.47893209686287896	1.22180395535394	1.32554475532552	0.44584127497053494	0.285709155494758
ABCB1	3.7327850439937595	0.841695093616412	3.2779824426516604	1.03647347489887	2.6798428197972	4.72494745094651	2.10779641369347	4.00236456107631	4.4509900290265705	4.65503135067518
ABCB10	2.4917870922902203	2.45338105265563	2.30921955175571	2.18503667143235	3.0929581391341903	2.9285272341306503	3.0764289193278502	2.95730453744555	2.9174486695763098	3.29558756926708
ABCB4	0.21837938942986604	0.0278381567944952	0.353109145695305	0.158319464179987	0.635616541354977	0.40477013073044205	0.24527551256892602	0.326182624548552	0.559452739480192	0.246920603518573
ABCB6	1.00605388959507	2.18983633020888	0.45066506190421796	0.528967642339063	0.752530922880442	0.552189736936552	0.52917773557627	0.6490897382629051	0.454087824950497	0.6244871014595339
ABCB7	3.7848401054807095	3.30356823778983	3.39375392346481	3.63386896348213	2.9891173592716496	3.16534483353503	3.1304700871585203	3.3198248410523794	3.07292752854869	3.22575168091451
ABCB8	2.90383522552172	3.55579107342717	3.10206406535762	2.25723971583157	2.06326303330047	2.5636924305065	2.11825546230459	2.20678777388115	2.1186035486460097	2.5949247888633
ABCB9	0.6651981352352161	0.9514126436283851	0.9014562825089459	0.489296653074666	0.35559107448739796	0.5645878879920799	0.291495022701596	0.5337299586236111	0.531230536392163	0.5052733632870621
ABCC1	2.83435357427639	3.53740452552726	3.98522993405658	2.9945040915962404	3.29318519771491	2.6084612390390602	2.31264975335822	2.9268467593771406	2.7952393975540204	2.80746412110095
ABCC10	2.1960722640716	4.17264405482941	2.43635591253615	1.6695176762989399	2.52121830761596	2.40420518620096	1.4013288916417599	1.77289463641501	2.1060469932224097	2.03442791305193
ABCC13	0.0912206122653695	0.0195134822603554	0.10454551306668902	0.0126568397833605	0.0101140204718381	0.8966945104539581	0.80112842194927	0.590409995384955	0.577212369272499	1.0340656933033199
ABCC2	0.935395893585448	0.330806381905422	0.16671280610298	0.7081406516319201	1.67117171078711	0.189123024644298	0.06180865669513299	0.15443683542173903	0.211256922777147	0.0681177617854228
ABCC3	4.091781448782561	5.18319195044524	4.58131801936234	3.08179816717096	2.10275509485772	5.487047886799541	2.9378987460382797	4.00458676896632	4.848531987777981	4.76163434328735
ABCC4	1.59160949226981	1.69635771046981	1.5162608229332302	1.6210052401737198	2.84764942174586	2.22358660688908	2.2476150812783398	2.5942007941760097	2.5049129214640202	1.7691100207690502
ABCC5	1.45189713472881	2.2368563038853	1.74265980410217	1.5225022723943702	1.64062428658537	2.12459620177339	1.23557913812526	1.91673493491843	2.11928282255681	1.04593819664007
ABCC6	1.01322318894487	1.3423293940844598	1.0271435254594101	0.6959412125508561	1.4149371575433898	2.51901235786073	0.9621085097576929	1.07303209671827	1.84490307244605	2.1176069061176004
ABCC6P1	0.49359513850411796	0.14585839474843	0.304352274400122	0.45311411742910296	1.4981281155086201	1.08200171023269	0.9877020366441801	0.48562627421471	0.939426735227409	0.5806730810035771
ABCC6P2	0.7916283137082499	0.8587088171263221	0.5583182461889711	0.489059217946146	1.80894179429106	1.2769936434703402	1.19502666442227	1.20638484954623	1.4200902780779	1.11037604498031
ABCC9	0.410731967099969	0.0453876202602225	0.852656036309673	0.41060106250381107	0.326854521202049	0.24887655142513604	1.1049049331259198	1.9500083592911202	0.187427992972542	0.137337541749634
ABCD1	2.60498675785233	4.08785726620358	2.9584747030958503	2.16409244464462	2.27372093054626	2.78656215953179	2.1766575634488503	2.8964349525606696	2.3988351291912697	2.6859631907178394
ABCD3	3.35418898288814	2.42469885315578	2.3681389264437898	3.00793241117383	2.4110961271503504	4.08372407544476	3.67075348392368	3.91186460118877	3.9982212086618296	4.70342689173526
ABCD4	2.57725958792751	2.94519790163599	2.4815645795435	3.26464130631754	1.5776854737711599	2.90401401436975	2.47039094749167	2.35933714873022	2.4958784087690096	2.6724082583010698
